latitude,longitude,country_code,time_stamp,carrier_name,diff,app_name
43.9,-79.6,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.8,-79.4,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.8,-79.4,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
44.0,-79.5,ca,2019-09-01,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
45.4,-75.8,ca,2019-09-02,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2019-09-01,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.7,-79.3,ca,2019-11-18,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.7,-79.3,ca,2019-11-03,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.7,-79.8,ca,2019-11-16,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.8,-79.3,ca,2019-10-06,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.8,-79.3,ca,2019-10-06,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2020-01-04,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.6,-79.7,ca,2020-01-14,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
43.9,-79.0,ca,2020-01-14,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
45.4,-65.9,ca,2020-03-22,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
45.4,-65.9,ca,2020-03-22,RogersCommunicationsCanadaInc (WiFi),0,AppleMusic
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,Twitch
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,Twitch
,,,2020-02-26,RogersCommunicationsCanadaInc (WiFi),0,Twitch
45.4,-65.9,ca,2020-03-22,RogersCommunicationsCanadaInc (WiFi),0,Twitch
45.4,-65.9,ca,2020-03-22,RogersCommunicationsCanadaInc (WiFi),0,Twitch
43.2,-80.4,ca,2019-06-30,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.7,-79.8,ca,2019-06-30,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.5,-79.6,ca,2019-06-30,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.7,-79.4,ca,2019-07-10,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.2,-79.9,ca,2019-08-05,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.2,-79.9,ca,2019-08-06,RogersCommunicationsCanadaInc (WiFi),0,Youtube
45.3,-75.4,ca,2019-08-20,RogersCommunicationsCanadaInc (WiFi),0,Youtube
45.4,-75.6,ca,2019-08-19,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.9,-79.0,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-09-01,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.9,-79.3,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.9,-79.4,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.8,-79.6,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.7,-79.4,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.7,-79.9,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.7,-79.9,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.7,-79.9,ca,2019-08-27,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.7,-79.9,ca,2019-08-27,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.9,-80.1,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.7,-79.3,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.2,-79.9,ca,2019-08-24,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.0,-79.4,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.9,-79.6,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.7,-79.4,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-09-07,RogersCommunicationsCanadaInc (WiFi),0,Youtube
45.5,-75.5,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.5,-80.0,ca,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-08-26,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.8,-79.4,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
44.0,-79.2,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.2,-80.4,ca,2019-08-25,RogersCommunicationsCanadaInc (WiFi),0,Youtube
43.6,-79.7,ca,2019-09-01,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-09-01,RogersCommunicationsCanadaInc (WiFi),0,Youtube
,,,2019-09-02,RogersCommunicationsCanadaInc (WiFi),0,Youtube
