latitude,longitude,country_code,time_stamp,carrier_name,diff,app_name
43.0,-83.8,us,2019-09-02,Verizon (cellular),0,WhatsApp
41.6,-73.8,us,2019-09-02,Verizon (cellular),0,WhatsApp
39.2,-76.7,us,2019-09-03,Verizon (cellular),0,WhatsApp
40.7,-73.7,us,2019-09-02,Verizon (cellular),0,WhatsApp
40.2,-75.0,us,2019-09-02,Verizon (cellular),0,WhatsApp
34.3,-77.9,us,2019-09-02,Verizon (cellular),0,WhatsApp
43.5,-88.8,us,2019-09-02,Verizon (cellular),0,WhatsApp
40.6,-74.0,us,2019-09-10,Verizon (cellular),0,WhatsApp
40.4,-120.5,us,2019-09-03,Verizon (cellular),0,WhatsApp
37.5,-77.1,us,2019-09-02,Verizon (cellular),0,WhatsApp
32.2,-83.1,us,2019-09-02,Verizon (cellular),0,WhatsApp
28.2,-82.4,us,2019-09-02,Verizon (cellular),0,WhatsApp
31.9,-104.1,us,2019-09-02,Verizon (cellular),0,WhatsApp
40.9,-74.1,us,2019-09-02,Verizon (cellular),0,WhatsApp
